person_income,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
20800,5000,16.29,0,0.24,False,True,False,False,False,True,False,False,False,True
59004,20000,14.84,1,0.34,False,False,True,False,False,True,False,False,False,True
68000,20000,12.53,0,0.29,False,False,True,False,True,False,False,False,False,True
70000,20000,6.91,0,0.29,False,False,True,False,False,False,False,False,False,False
71004,20000,14.09,0,0.28,False,False,True,False,False,True,False,False,False,False
21000,6000,12.21,0,0.29,True,False,False,True,False,False,False,False,False,False
75000,20000,10.38,0,0.27,False,False,True,True,False,False,False,False,False,False
75600,20000,16.32,0,0.26,False,False,True,False,False,False,True,False,False,True
74004,20000,15.95,1,0.27,False,False,True,False,False,False,True,False,False,True
84000,20000,11.11,0,0.24,False,False,True,True,False,False,False,False,False,False
73000,20000,12.53,1,0.27,False,False,True,True,False,False,False,False,False,False
21816,1500,11.86,0,0.07,False,False,False,True,False,False,False,False,False,False
21996,6000,13.23,0,0.27,False,True,False,False,True,False,False,False,False,False
22000,8000,5.42,0,0.36,False,False,False,False,False,False,False,False,False,False
22000,7200,7.14,0,0.33,False,False,False,False,False,False,False,False,False,False
100000,20000,12.21,0,0.2,False,False,True,True,False,False,False,False,False,False
22260,6400,7.88,0,0.29,False,False,False,False,False,False,False,False,False,False
93000,20000,13.22,1,0.22,False,False,True,False,True,False,False,False,False,False
110000,20000,10.38,0,0.18,False,False,True,True,False,False,False,False,False,False
22800,2000,7.51,0,0.09,False,False,False,False,False,False,False,False,False,False
22800,3000,8.9,1,0.13,False,False,False,False,False,False,False,False,False,False
22800,4800,5.79,0,0.21,False,False,False,False,False,False,False,False,False,False
130000,20000,15.27,0,0.15,False,False,True,False,True,False,False,False,False,False
160000,20000,7.49,0,0.13,False,False,True,False,False,False,False,False,False,False
12000,1000,13.57,1,0.08,False,False,True,False,True,False,False,False,False,False
12240,1000,14.96,1,0.08,False,False,True,False,False,True,False,False,False,True
47500,19000,16.7,1,0.4,False,False,True,False,False,False,True,False,False,True
54586,19000,11.14,1,0.35,False,False,True,True,False,False,False,False,False,False
96000,19000,13.22,0,0.2,False,False,True,False,True,False,False,False,False,True
175000,19000,11.48,0,0.11,False,False,True,True,False,False,False,False,False,False
48888,18400,13.16,1,0.38,False,False,True,False,True,False,False,False,False,False
120000,18400,8.9,0,0.15,False,False,True,False,False,False,False,False,False,False
35004,18250,11.49,1,0.52,False,False,True,True,False,False,False,False,False,False
36996,18250,14.61,1,0.49,False,False,True,False,False,True,False,False,False,True
46000,18250,10.75,1,0.4,False,False,True,True,False,False,False,False,False,False
36400,18200,9.91,1,0.5,False,False,True,True,False,False,False,False,False,False
48000,18000,6.54,1,0.38,False,False,True,False,False,False,False,False,False,False
24000,8000,5.79,0,0.33,False,True,False,False,False,False,False,False,False,False
65000,18000,15.33,1,0.28,False,False,True,False,False,True,False,False,False,False
66000,18000,14.54,1,0.27,False,False,True,False,False,True,False,False,False,True
24000,3500,15.58,1,0.15,False,False,False,False,False,True,False,False,False,True
24000,2100,13.11,0,0.09,False,False,False,False,True,False,False,False,False,False
90000,18000,8.88,0,0.2,False,False,True,True,False,False,False,False,False,False
121000,18000,18.3,0,0.15,False,False,True,False,False,False,False,True,False,False
24000,8000,9.76,0,0.33,False,False,False,True,False,False,False,False,False,False
24091,3500,12.99,0,0.15,False,False,False,False,True,False,False,False,False,True
75000,17500,7.9,0,0.23,False,False,True,False,False,False,False,False,False,False
24960,2000,13.99,0,0.08,False,False,False,False,True,False,False,False,False,True
82000,17400,11.99,0,0.21,False,False,True,True,False,False,False,False,False,False
95000,17200,17.58,0,0.18,False,False,True,False,False,True,False,False,False,False
50000,17000,13.79,1,0.34,False,False,True,False,True,False,False,False,False,False
51000,17000,8.49,1,0.33,False,False,True,False,False,False,False,False,False,False
53000,17000,10.25,1,0.32,False,False,True,True,False,False,False,False,False,False
60000,17000,11.11,0,0.28,False,False,True,True,False,False,False,False,False,False
60000,17000,6.91,0,0.28,False,False,True,False,False,False,False,False,False,False
70000,17000,8.88,0,0.24,False,False,True,True,False,False,False,False,False,False
96000,17000,11.48,0,0.18,False,False,True,True,False,False,False,False,False,False
49000,16950,18.25,1,0.35,False,False,True,False,False,True,False,False,False,True
34819,16800,10.99,1,0.48,False,False,True,True,False,False,False,False,False,False
54000,16750,20.11,1,0.31,False,False,True,False,False,False,False,False,True,True
98400,16525,15.28,0,0.17,False,False,True,False,False,True,False,False,False,True
45000,16425,13.49,1,0.36,False,False,True,False,True,False,False,False,False,True
47000,16250,12.42,1,0.35,False,False,True,True,False,False,False,False,False,False
25000,1000,7.51,0,0.04,False,False,False,False,False,False,False,False,False,False
25000,4750,13.57,0,0.19,False,False,False,False,True,False,False,False,False,False
25000,11100,9.63,0,0.44,False,True,False,False,False,False,False,False,False,False
39000,16000,11.36,1,0.41,False,False,True,True,False,False,False,False,False,False
25200,7000,6.03,0,0.28,False,False,False,False,False,False,False,False,False,False
52000,16000,15.7,1,0.31,False,False,True,False,False,True,False,False,False,False
25200,6500,14.26,1,0.26,False,False,False,False,True,False,False,False,False,True
25200,7000,13.92,0,0.28,False,False,False,False,True,False,False,False,False,False
25480,5000,9.99,0,0.2,False,False,False,True,False,False,False,False,False,False
64000,16000,10.74,0,0.25,False,False,True,True,False,False,False,False,False,False
65000,16000,9.91,0,0.25,False,False,True,True,False,False,False,False,False,False
65000,16000,7.88,0,0.25,False,False,True,False,False,False,False,False,False,False
65000,16000,14.59,0,0.25,False,False,True,False,False,True,False,False,False,False
72000,16000,13.06,0,0.22,False,False,True,False,True,False,False,False,False,True
74337,16000,11.86,0,0.22,False,False,True,True,False,False,False,False,False,False
75000,16000,13.35,0,0.21,False,False,True,False,True,False,False,False,False,True
26000,2000,10.36,0,0.08,False,True,False,True,False,False,False,False,False,False
26000,4000,9.25,0,0.15,False,False,False,True,False,False,False,False,False,False
24000,1000,17.99,1,0.04,False,False,True,False,False,False,True,False,False,False
26000,500,10.46,0,0.02,False,False,False,True,False,False,False,False,False,False
26004,12000,7.88,1,0.46,False,False,False,False,False,False,False,False,False,False
33600,1000,10.36,0,0.03,False,False,True,True,False,False,False,False,False,False
36000,1000,7.68,0,0.03,False,False,True,False,False,False,False,False,False,False
31000,1000,14.96,1,0.03,False,False,True,False,False,True,False,False,False,True
38000,1000,15.27,0,0.03,False,False,True,False,True,False,False,False,False,True
38400,1000,14.22,0,0.03,False,False,True,False,True,False,False,False,False,True
42000,1000,15.58,1,0.02,False,False,True,False,False,True,False,False,False,True
26400,8500,13.23,0,0.32,False,False,False,False,True,False,False,False,False,True
50400,1000,5.42,0,0.02,False,False,True,False,False,False,False,False,False,False
54000,1000,11.71,0,0.02,False,False,True,True,False,False,False,False,False,False
75000,1000,13.23,0,0.01,False,False,True,False,True,False,False,False,False,True
87000,1000,13.99,0,0.01,False,False,True,False,True,False,False,False,False,False
14400,1200,10.37,0,0.08,False,False,True,True,False,False,False,False,False,False
31200,1200,12.21,0,0.04,False,False,True,True,False,False,False,False,False,False
27000,3025,15.95,0,0.11,False,False,False,False,False,True,False,False,False,False
40000,1200,8.0,0,0.03,False,False,True,False,False,False,False,False,False,False
58700,1200,11.71,0,0.02,False,False,True,True,False,False,False,False,False,False
44400,1325,10.0,1,0.03,False,False,True,True,False,False,False,False,False,False
27360,8000,7.29,0,0.29,False,False,False,False,False,False,False,False,False,False
27600,2000,14.27,0,0.07,False,False,False,False,True,False,False,False,False,True
30000,1450,15.58,1,0.05,False,False,True,False,False,True,False,False,False,False
28000,1500,14.17,0,0.05,False,False,True,False,True,False,False,False,False,True
27996,4800,15.99,0,0.17,False,True,False,False,False,True,False,False,False,True
34942,1500,10.99,0,0.04,False,False,True,True,False,False,False,False,False,False
36000,1500,10.0,0,0.04,False,False,True,True,False,False,False,False,False,False
28000,10000,10.99,0,0.36,False,False,False,True,False,False,False,False,False,False
28000,4000,15.37,0,0.14,False,True,False,False,False,True,False,False,False,False
54000,1500,9.62,0,0.03,False,False,True,True,False,False,False,False,False,False
69764,1500,14.42,1,0.02,False,False,True,False,False,True,False,False,False,True
14400,1600,18.25,1,0.11,False,False,True,False,False,True,False,False,False,False
22800,1600,13.06,0,0.07,False,False,True,False,True,False,False,False,False,False
28800,1675,15.21,1,0.06,False,False,True,False,False,True,False,False,False,True
46300,1675,6.54,0,0.04,False,False,True,False,False,False,False,False,False,False
28596,2000,7.29,0,0.07,False,False,False,False,False,False,False,False,False,False
17688,1700,11.11,0,0.1,False,False,True,True,False,False,False,False,False,False
22800,1750,15.7,1,0.08,False,False,True,False,False,True,False,False,False,True
28800,3500,9.99,0,0.12,False,False,False,True,False,False,False,False,False,False
18000,1800,6.62,0,0.1,False,False,True,False,False,False,False,False,False,False
28800,3000,11.11,0,0.1,False,True,False,True,False,False,False,False,False,False
48000,1800,11.49,0,0.04,False,False,True,True,False,False,False,False,False,False
28800,5500,13.23,0,0.19,False,False,False,False,True,False,False,False,False,True
58000,1800,12.18,0,0.03,False,False,True,True,False,False,False,False,False,False
19200,1825,12.68,0,0.1,False,False,True,False,True,False,False,False,False,True
30000,1925,12.18,0,0.06,False,False,True,True,False,False,False,False,False,False
14400,2000,17.49,1,0.14,False,False,True,False,False,True,False,False,False,False
29000,4200,11.99,0,0.14,False,False,False,True,False,False,False,False,False,False
14400,2000,10.37,0,0.14,False,False,True,True,False,False,False,False,False,False
15915,2000,15.05,1,0.13,False,False,True,False,False,True,False,False,False,True
24000,2000,18.39,1,0.08,False,False,True,False,False,False,True,False,False,True
24000,2000,10.38,0,0.08,False,False,True,True,False,False,False,False,False,False
29200,2500,6.76,0,0.09,False,False,False,False,False,False,False,False,False,False
29232,11000,11.71,1,0.38,False,False,False,True,False,False,False,False,False,False
25000,2000,6.62,0,0.08,False,False,True,False,False,False,False,False,False,False
99000,15000,6.99,0,0.15,False,False,True,False,False,False,False,False,False,False
30000,5000,6.62,0,0.17,False,True,False,False,False,False,False,False,False,False
118300,15000,12.68,0,0.13,False,False,True,False,True,False,False,False,False,False
120000,15000,7.51,0,0.13,False,False,True,False,False,False,False,False,False,False
123000,15000,15.37,1,0.12,False,False,True,False,False,True,False,False,False,False
210000,15000,12.99,0,0.07,False,False,True,False,True,False,False,False,False,False
55000,14900,11.83,0,0.27,False,False,True,True,False,False,False,False,False,False
30000,7600,6.03,0,0.25,False,False,False,False,False,False,False,False,False,False
31200,2000,14.65,0,0.06,False,False,True,False,True,False,False,False,False,True
40000,2000,11.99,0,0.05,False,False,True,True,False,False,False,False,False,False
53117,2000,13.79,0,0.04,False,False,True,False,True,False,False,False,False,False
58020,2000,6.91,0,0.03,False,False,True,False,False,False,False,False,False,False
62400,2000,12.53,0,0.03,False,False,True,True,False,False,False,False,False,False
70000,2000,7.66,0,0.03,False,False,True,False,False,False,False,False,False,False
30000,3000,5.99,0,0.1,False,False,False,False,False,False,False,False,False,False
90000,2000,7.88,0,0.02,False,False,True,False,False,False,False,False,False,False
24000,2100,12.21,0,0.09,False,False,True,True,False,False,False,False,False,False
44400,2100,17.27,0,0.05,False,False,True,False,False,True,False,False,False,False
52800,2100,6.76,0,0.04,False,False,True,False,False,False,False,False,False,False
30000,2000,12.61,0,0.07,False,False,False,False,True,False,False,False,False,False
37000,14000,6.92,1,0.38,False,False,True,False,False,False,False,False,False,False
37000,14000,9.88,1,0.38,False,False,True,True,False,False,False,False,False,False
37947,14000,7.9,1,0.37,False,False,True,False,False,False,False,False,False,False
30000,5000,10.38,0,0.17,False,True,False,True,False,False,False,False,False,False
25920,2300,11.11,0,0.09,False,False,True,True,False,False,False,False,False,False
30000,5000,11.12,0,0.17,False,True,False,True,False,False,False,False,False,False
13000,2400,16.82,1,0.18,False,False,True,False,False,False,True,False,False,False
30000,4000,7.14,0,0.13,False,False,False,False,False,False,False,False,False,False
16428,2400,12.23,0,0.15,False,False,True,False,True,False,False,False,False,False
30000,4500,10.62,0,0.15,False,False,False,True,False,False,False,False,False,False
30000,5500,10.99,0,0.18,False,False,False,True,False,False,False,False,False,False
25000,2400,15.28,1,0.1,False,False,True,False,False,True,False,False,False,True
30000,3000,11.14,0,0.1,False,True,False,True,False,False,False,False,False,False
26000,2400,11.58,1,0.09,False,False,True,True,False,False,False,False,False,False
30720,2400,13.98,1,0.08,False,False,True,False,True,False,False,False,False,True
30000,15000,13.22,0,0.5,False,True,False,False,True,False,False,False,False,False
37800,2400,14.26,0,0.06,False,False,True,False,True,False,False,False,False,True
30000,11500,8.59,0,0.38,False,False,False,False,False,False,False,False,False,False
30000,4750,9.63,1,0.16,False,False,False,False,False,False,False,False,False,False
37080,2400,10.65,1,0.06,False,False,True,True,False,False,False,False,False,False
47000,2400,13.75,0,0.05,False,False,True,False,False,False,True,False,False,True
30000,6600,14.42,0,0.22,False,False,False,False,False,True,False,False,False,True
48000,2400,12.99,0,0.05,False,False,True,False,True,False,False,False,False,True
49800,2400,11.83,0,0.05,False,False,True,True,False,False,False,False,False,False
54000,2400,8.0,0,0.04,False,False,True,False,False,False,False,False,False,False
57500,2400,15.23,0,0.04,False,False,True,False,True,False,False,False,False,False
30000,5000,10.71,0,0.17,False,False,False,True,False,False,False,False,False,False
95000,2400,5.99,0,0.03,False,False,True,False,False,False,False,False,False,False
87999,2400,14.79,1,0.03,False,False,True,False,True,False,False,False,False,True
10800,2500,8.88,1,0.23,False,False,True,True,False,False,False,False,False,False
43000,13500,10.95,1,0.31,False,False,True,True,False,False,False,False,False,False
57000,13500,6.92,0,0.24,False,False,True,False,False,False,False,False,False,False
100000,13500,7.14,0,0.14,False,False,True,False,False,False,False,False,False,False
39875,13300,16.0,1,0.33,False,False,True,False,False,True,False,False,False,True
40000,13250,11.71,1,0.33,False,False,True,True,False,False,False,False,False,False
40000,13225,16.77,1,0.33,False,False,True,False,False,True,False,False,False,True
60000,13200,6.62,0,0.22,False,False,True,False,False,False,False,False,False,False
60000,13200,8.49,0,0.22,False,False,True,False,False,False,False,False,False,False
54000,13200,14.91,1,0.24,False,False,True,False,False,True,False,False,False,True
31000,6000,7.51,0,0.19,False,False,False,False,False,False,False,False,False,False
31000,9000,14.84,1,0.29,False,False,False,False,False,True,False,False,False,True
28000,13000,7.9,1,0.46,False,False,True,False,False,False,False,False,False,False
31000,12250,11.36,1,0.4,False,False,False,True,False,False,False,False,False,False
31200,9250,7.9,0,0.3,False,False,False,False,False,False,False,False,False,False
40000,13000,10.99,1,0.33,False,False,True,True,False,False,False,False,False,False
46000,13000,10.99,0,0.28,False,False,True,True,False,False,False,False,False,False
49000,13000,6.17,0,0.27,False,False,True,False,False,False,False,False,False,False
22200,2500,16.29,1,0.11,False,False,True,False,False,True,False,False,False,False
22406,2500,6.76,1,0.11,False,False,True,False,False,False,False,False,False,False
31200,10000,12.18,0,0.32,False,True,False,True,False,False,False,False,False,False
25000,2500,6.91,0,0.1,False,False,True,False,False,False,False,False,False,False
29000,2500,10.99,0,0.09,False,False,True,True,False,False,False,False,False,False
40000,2500,15.27,0,0.06,False,False,True,False,True,False,False,False,False,False
32000,2500,11.71,1,0.08,False,False,False,True,False,False,False,False,False,False
54000,2500,13.98,0,0.05,False,False,True,False,True,False,False,False,False,False
32000,15000,11.11,0,0.47,False,False,False,True,False,False,False,False,False,False
55000,2500,7.88,0,0.05,False,False,True,False,False,False,False,False,False,False
32000,3250,10.74,1,0.1,False,False,False,True,False,False,False,False,False,False
59000,2500,14.96,0,0.04,False,False,True,False,False,True,False,False,False,False
60000,2500,8.63,0,0.04,False,False,True,False,False,False,False,False,False,False
13000,2800,15.21,1,0.22,False,False,True,False,False,True,False,False,False,True
13380,2800,14.61,1,0.21,False,False,True,False,False,True,False,False,False,True
32000,4500,16.0,0,0.14,False,True,False,False,False,False,True,False,False,False
28800,2800,10.38,0,0.1,False,False,True,True,False,False,False,False,False,False
32004,22750,6.17,0,0.71,False,False,False,False,False,False,False,False,False,False
19000,2900,8.0,0,0.15,False,False,True,False,False,False,False,False,False,False
27000,2925,10.71,0,0.11,False,False,True,True,False,False,False,False,False,False
32112,15000,13.98,0,0.47,False,False,False,False,True,False,False,False,False,False
10000,3000,7.9,1,0.3,False,False,True,False,False,False,False,False,False,False
32400,10000,13.99,0,0.31,False,False,False,False,True,False,False,False,False,True
32400,5000,16.0,1,0.15,False,False,False,False,False,False,True,False,False,False
18000,3000,15.27,1,0.17,False,False,True,False,True,False,False,False,False,True
18000,3000,13.06,1,0.17,False,False,True,False,True,False,False,False,False,False
18000,3000,11.86,1,0.17,False,False,True,True,False,False,False,False,False,False
19200,3000,9.99,1,0.16,False,False,True,True,False,False,False,False,False,False
19200,3000,10.99,1,0.16,False,False,True,True,False,False,False,False,False,False
21000,3000,10.59,0,0.14,False,False,True,True,False,False,False,False,False,False
22000,3000,10.33,0,0.14,False,False,True,True,False,False,False,False,False,False
33000,12000,9.91,0,0.36,False,True,False,True,False,False,False,False,False,False
30000,3000,7.49,0,0.1,False,False,True,False,False,False,False,False,False,False
30000,3000,10.37,0,0.1,False,False,True,True,False,False,False,False,False,False
30000,3000,9.62,0,0.1,False,False,True,True,False,False,False,False,False,False
30000,3000,13.61,0,0.1,False,False,True,False,True,False,False,False,False,False
30000,3000,11.12,0,0.1,False,False,True,True,False,False,False,False,False,False
33000,8325,15.99,0,0.25,False,False,False,False,False,True,False,False,False,False
33000,1250,19.29,0,0.04,False,False,False,False,False,False,True,False,False,False
32400,3000,16.45,0,0.09,False,False,True,False,False,False,True,False,False,False
33000,3000,10.95,0,0.09,False,False,True,True,False,False,False,False,False,False
35000,3000,13.85,0,0.09,False,False,True,False,True,False,False,False,False,False
36000,3000,11.71,0,0.08,False,False,True,True,False,False,False,False,False,False
33000,7800,9.88,0,0.24,False,False,False,True,False,False,False,False,False,False
38400,3000,17.56,0,0.08,False,False,True,False,False,False,True,False,False,True
38748,3000,7.29,0,0.08,False,False,True,False,False,False,False,False,False,False
39996,3000,14.35,0,0.08,False,False,True,False,True,False,False,False,False,True
33000,7000,7.43,0,0.21,False,False,False,False,False,False,False,False,False,False
40000,3000,13.49,0,0.07,False,False,True,False,True,False,False,False,False,False
40000,3000,10.74,0,0.07,False,False,True,True,False,False,False,False,False,False
33168,6425,9.63,0,0.19,False,False,False,True,False,False,False,False,False,False
43200,3000,13.8,0,0.07,False,False,True,False,True,False,False,False,False,True
43500,3000,8.0,0,0.07,False,False,True,False,False,False,False,False,False,False
45000,3000,11.99,0,0.07,False,False,True,True,False,False,False,False,False,False
33600,2500,8.9,0,0.07,False,False,False,False,False,False,False,False,False,False
33600,8000,6.99,0,0.24,False,False,False,False,False,False,False,False,False,False
47208,3000,13.92,0,0.06,False,False,True,False,True,False,False,False,False,True
48000,3000,14.79,0,0.06,False,False,True,False,True,False,False,False,False,False
49800,3000,7.88,0,0.06,False,False,True,False,False,False,False,False,False,False
44000,3000,9.62,1,0.07,False,False,True,True,False,False,False,False,False,False
50000,3000,9.88,0,0.06,False,False,True,True,False,False,False,False,False,False
50000,3000,10.99,0,0.06,False,False,True,True,False,False,False,False,False,False
51684,3000,10.59,0,0.06,False,False,True,True,False,False,False,False,False,False
50000,12000,16.77,0,0.24,False,False,True,False,False,True,False,False,False,False
50000,12000,11.71,0,0.24,False,False,True,True,False,False,False,False,False,False
50000,12000,7.88,0,0.24,False,False,True,False,False,False,False,False,False,False
50004,12000,10.0,0,0.24,False,False,True,True,False,False,False,False,False,False
